,model,dataset,qtype,sc,acc,chinese,cot,shot
272,GPT-3.5-turbo,zh-3shot-sc+cot-multiple,multiple,yes,0.41255006675567424,yes,yes,3shot
273,GPT-3.5-turbo,zh-3shot-sc+cot-multiple,multiple,no,0.38985313751668893,yes,yes,3shot
274,GPT-3.5-turbo,zeroshot-sc+cot-multiple,multiple,yes,0.5306666666666666,no,yes,zeroshot
275,GPT-3.5-turbo,zeroshot-sc+cot-multiple,multiple,no,0.496,no,yes,zeroshot
276,GPT-3.5-turbo,zh-zeroshot-sc+cot-multiple,multiple,yes,0.41388518024032045,yes,yes,zeroshot
277,GPT-3.5-turbo,zh-zeroshot-sc+cot-multiple,multiple,no,0.3978638184245661,yes,yes,zeroshot
278,GPT-3.5-turbo,3shot-sc+cot-multiple,multiple,yes,0.49333333333333335,no,yes,3shot
279,GPT-3.5-turbo,3shot-sc+cot-multiple,multiple,no,0.476,no,yes,3shot
280,GPT-3.5-turbo,zeroshot-sc-multiple,multiple,yes,0.4493333333333333,no,no,zeroshot
281,GPT-3.5-turbo,zeroshot-sc-multiple,multiple,no,0.452,no,no,zeroshot
282,GPT-3.5-turbo,3shot-sc-multiple,multiple,yes,0.49733333333333335,no,no,3shot
283,GPT-3.5-turbo,3shot-sc-multiple,multiple,no,0.5053333333333333,no,no,3shot
284,GPT-3.5-turbo,zh-3shot-sc-multiple,multiple,yes,0.40720961281708945,yes,no,3shot
285,GPT-3.5-turbo,zh-3shot-sc-multiple,multiple,no,0.40053404539385845,yes,no,3shot
286,GPT-3.5-turbo,zh-zeroshot-sc-multiple,multiple,yes,0.376502002670227,yes,no,zeroshot
287,GPT-3.5-turbo,zh-zeroshot-sc-multiple,multiple,no,0.369826435246996,yes,no,zeroshot
