,model,dataset,qtype,sc,acc,chinese,cot,shot
237,baichuan-13b-chat,oracle-Zero-shot-zh-multiple-sc+cot,multiple,no,0.05204460966542751,yes,yes,Zero-shot
238,baichuan-13b-chat,oracle-Zero-shot-en-single-sc,single,yes,0.2324561403508772,no,no,Zero-shot
239,baichuan-13b-chat,oracle-Zero-shot-en-single-sc,single,no,0.16666666666666666,no,no,Zero-shot
240,baichuan-13b-chat,oracle-3-shot-zh-single-sc,single,yes,0.3684210526315789,yes,no,3-shot
241,baichuan-13b-chat,oracle-3-shot-zh-single-sc,single,no,0.35526315789473684,yes,no,3-shot
242,baichuan-13b-chat,oracle-3-shot-zh-multiple-sc,multiple,yes,0.048327137546468404,yes,no,3-shot
243,baichuan-13b-chat,oracle-3-shot-zh-multiple-sc,multiple,no,0.07063197026022305,yes,no,3-shot
244,baichuan-13b-chat,oracle-3-shot-zh-multiple-sc+cot,multiple,yes,0.048327137546468404,yes,yes,3-shot
245,baichuan-13b-chat,oracle-3-shot-zh-multiple-sc+cot,multiple,no,0.03717472118959108,yes,yes,3-shot
246,baichuan-13b-chat,oracle-3-shot-en-single-sc,single,yes,0.38596491228070173,no,no,3-shot
247,baichuan-13b-chat,oracle-3-shot-en-single-sc,single,no,0.37719298245614036,no,no,3-shot
248,baichuan-13b-chat,oracle-3-shot-zh-single-sc+cot,single,yes,0.6096491228070176,yes,yes,3-shot
249,baichuan-13b-chat,oracle-3-shot-zh-single-sc+cot,single,no,0.5921052631578947,yes,yes,3-shot
250,baichuan-13b-chat,oracle-3-shot-en-single-sc+cot,single,yes,0.5263157894736842,no,yes,3-shot
251,baichuan-13b-chat,oracle-3-shot-en-single-sc+cot,single,no,0.4824561403508772,no,yes,3-shot
252,baichuan-13b-chat,oracle-3-shot-en-multiple-sc,multiple,yes,0.08921933085501858,no,no,3-shot
253,baichuan-13b-chat,oracle-3-shot-en-multiple-sc,multiple,no,0.08921933085501858,no,no,3-shot
254,baichuan-13b-chat,oracle-3-shot-en-multiple-sc+cot,multiple,yes,0.08550185873605948,no,yes,3-shot
255,baichuan-13b-chat,oracle-3-shot-en-multiple-sc+cot,multiple,no,0.07063197026022305,no,yes,3-shot
